,Jugador,País,Posc,Edad,PJ,Titular,Mín,90 s,Gls.,Ass,G-TP,TP,TPint,TA,TR,Gls./90,Ast/90,G+A/90,G-TP/90,G+A-TP/90,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA/90,npxG/90,npxG+xA/90,Partidos,Temporada,Equipo
121,Borja Lasso,es ESP,CC,23,1,1,53,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.21,0.21,0.00,0.21,Partidos,2017-2018,Sevilla
122,José Alonso Lara,es ESP,DL,17,1,0,9,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Partidos,2017-2018,Sevilla
123,Alejandro Pozo Pozo,es ESP,"DF,CC",18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Partidos,2017-2018,Sevilla
124,Juan Soriano,es ESP,PO,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,Partidos,2017-2018,Sevilla
125,Asier Illarramendi,es ESP,CC,27,36,35,"3,163",35.1,7,5,7,0,0,9,2,0.20,0.14,0.34,0.20,0.34,3.2,3.2,2.5,5.7,0.09,0.07,0.16,0.09,0.16,Partidos,2017-2018,Real Sociedad
126,Álvaro Odriozola,es ESP,DF,21,35,32,"2,920",32.4,0,4,0,0,0,3,2,0.00,0.12,0.12,0.00,0.12,0.8,0.8,3.8,4.6,0.02,0.12,0.14,0.02,0.14,Partidos,2017-2018,Real Sociedad
127,Willian José,br BRA,DL,25,34,32,"2,763",30.7,15,4,12,3,4,4,0,0.49,0.13,0.62,0.39,0.52,11.3,8.2,4.6,12.8,0.37,0.15,0.51,0.27,0.42,Partidos,2017-2018,Real Sociedad
128,Mikel Oyarzabal,es ESP,"DL,CC",20,35,31,"2,767",30.7,12,5,12,0,0,4,0,0.39,0.16,0.55,0.39,0.55,8.4,8.4,3.7,12.1,0.27,0.12,0.39,0.27,0.39,Partidos,2017-2018,Real Sociedad
129,Gerónimo Rulli,ar ARG,PO,25,26,26,"2,340",26.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Partidos,2017-2018,Real Sociedad
130,Diego Llorente,es ESP,DF,23,27,26,"2,324",25.8,3,1,3,0,0,8,2,0.12,0.04,0.15,0.12,0.15,2.5,2.5,0.1,2.6,0.10,0.00,0.10,0.10,0.10,Partidos,2017-2018,Real Sociedad
131,David Zurutuza,es ESP,CC,31,31,26,"2,236",24.8,0,2,0,0,0,2,0,0.00,0.08,0.08,0.00,0.08,2.3,2.3,1.1,3.4,0.09,0.04,0.14,0.09,0.14,Partidos,2017-2018,Real Sociedad
132,Xabi Prieto,es ESP,CC,33,25,24,"1,914",21.3,3,5,2,1,1,1,0,0.14,0.24,0.38,0.09,0.33,2.7,2.0,4.5,6.5,0.13,0.21,0.33,0.09,0.30,Partidos,2017-2018,Real Sociedad
133,Sergio Canales,es ESP,"CC,DL",26,36,20,"1,934",21.5,4,5,4,0,0,4,0,0.19,0.23,0.42,0.19,0.42,4.1,4.1,5.8,10.0,0.19,0.27,0.47,0.19,0.47,Partidos,2017-2018,Real Sociedad
134,Raúl Navas,es ESP,DF,29,20,20,"1,790",19.9,0,2,0,0,0,4,0,0.00,0.10,0.10,0.00,0.10,0.7,0.7,0.3,1.0,0.04,0.02,0.05,0.04,0.05,Partidos,2017-2018,Real Sociedad
135,Kévin Rodrigues,pt POR,DF,23,20,18,"1,638",18.2,1,2,1,0,0,2,0,0.05,0.11,0.16,0.05,0.16,0.4,0.4,1.0,1.4,0.02,0.06,0.08,0.02,0.08,Partidos,2017-2018,Real Sociedad
136,Aritz Elustondo,es ESP,DF,23,19,18,"1,594",17.7,3,2,3,0,0,1,0,0.17,0.11,0.28,0.17,0.28,0.9,0.9,0.3,1.2,0.05,0.02,0.06,0.05,0.06,Partidos,2017-2018,Real Sociedad
137,Adnan Januzaj,be BEL,"DL,CC",22,28,18,"1,566",17.4,3,5,3,0,0,4,0,0.17,0.29,0.46,0.17,0.46,5.8,5.8,4.0,9.9,0.33,0.23,0.56,0.33,0.56,Partidos,2017-2018,Real Sociedad
138,Juanmi,es ESP,"DL,CC",24,30,18,"1,489",16.5,8,2,8,0,0,3,0,0.48,0.12,0.60,0.48,0.60,5.5,5.5,1.7,7.3,0.33,0.11,0.44,0.33,0.44,Partidos,2017-2018,Real Sociedad
139,Alberto de la Bella,es ESP,DF,31,17,17,"1,526",17.0,0,1,0,0,0,4,0,0.00,0.06,0.06,0.00,0.06,0.2,0.2,2.1,2.3,0.01,0.12,0.13,0.01,0.13,Partidos,2017-2018,Real Sociedad
140,Igor Zubeldia,es ESP,CC,20,25,16,"1,589",17.7,1,2,1,0,0,4,2,0.06,0.11,0.17,0.06,0.17,0.5,0.5,0.2,0.7,0.03,0.01,0.04,0.03,0.04,Partidos,2017-2018,Real Sociedad
141,Iñigo Martínez,es ESP,DF,26,12,12,"1,055",11.7,1,0,1,0,0,0,0,0.09,0.00,0.09,0.09,0.09,0.9,0.9,0.8,1.6,0.07,0.06,0.14,0.07,0.14,Partidos,2017-2018,Real Sociedad
142,Miguel Ángel Moyá,es ESP,PO,33,9,9,763,8.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Partidos,2017-2018,Real Sociedad
143,Héctor Moreno,mx MEX,DF,29,8,8,720,8.0,1,0,1,0,0,1,0,0.12,0.00,0.12,0.12,0.12,1.0,1.0,0.1,1.1,0.13,0.01,0.14,0.13,0.14,Partidos,2017-2018,Real Sociedad
144,Toño Ramírez,es ESP,PO,30,4,3,317,3.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Partidos,2017-2018,Real Sociedad
145,Rubén Pardo,es ESP,CC,24,6,3,222,2.5,0,1,0,0,0,0,1,0.00,0.41,0.41,0.00,0.41,0.0,0.0,0.5,0.5,0.01,0.18,0.19,0.01,0.19,Partidos,2017-2018,Real Sociedad
146,Carlos Vela,mx MEX,"DL,CC",28,13,2,393,4.4,1,0,1,0,0,0,0,0.23,0.00,0.23,0.23,0.23,1.6,1.6,1.3,2.9,0.39,0.31,0.70,0.39,0.70,Partidos,2017-2018,Real Sociedad
147,Imanol Agirretxe,es ESP,DL,30,11,2,238,2.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.2,1.2,0.1,1.2,0.47,0.03,0.50,0.47,0.50,Partidos,2017-2018,Real Sociedad
148,Jon Bautista,es ESP,"DL,CC",22,11,1,188,2.1,1,0,1,0,0,0,0,0.48,0.00,0.48,0.48,0.48,1.7,1.7,0.2,1.9,0.90,0.09,1.00,0.90,1.00,Partidos,2017-2018,Real Sociedad
149,Andoni Gorosabel,es ESP,DF,20,2,1,76,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Partidos,2017-2018,Real Sociedad
150,Jon Guridi,es ESP,"CC,DL",22,4,0,55,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Partidos,2017-2018,Real Sociedad
151,Carlos Martínez,es ESP,DF,31,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Partidos,2017-2018,Real Sociedad
152,Ander Guevara,es ESP,CC,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,Partidos,2017-2018,Real Sociedad
153,Andoni Zubiaurre,es ESP,PO,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,Partidos,2017-2018,Real Sociedad
154,Aïssa Mandi,dz ALG,DF,25,34,34,"3,024",33.6,1,0,1,0,0,9,1,0.03,0.00,0.03,0.03,0.03,1.4,1.4,0.3,1.6,0.04,0.01,0.05,0.04,0.05,Partidos,2017-2018,Real Betis
155,Antonio Adán,es ESP,PO,30,30,30,"2,700",30.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.4,0.00,0.01,0.01,0.00,0.01,Partidos,2017-2018,Real Betis
156,Fabián Ruiz Peña,es ESP,CC,21,34,30,"2,656",29.5,3,6,3,0,0,3,0,0.10,0.20,0.30,0.10,0.30,2.0,2.0,2.2,4.2,0.07,0.07,0.14,0.07,0.14,Partidos,2017-2018,Real Betis
157,Joaquín,es ESP,"DL,CC",36,35,29,"2,476",27.5,4,7,4,0,0,7,0,0.15,0.25,0.40,0.15,0.40,2.7,2.7,5.0,7.7,0.10,0.18,0.28,0.10,0.28,Partidos,2017-2018,Real Betis
158,Antonio Barragán,es ESP,"DF,CC",30,29,28,"2,370",26.3,0,7,0,0,0,7,0,0.00,0.27,0.27,0.00,0.27,0.3,0.3,2.3,2.6,0.01,0.09,0.10,0.01,0.10,Partidos,2017-2018,Real Betis
159,Javi García,es ESP,"CC,DF",30,32,27,"2,405",26.7,1,0,1,0,0,7,0,0.04,0.00,0.04,0.04,0.04,1.2,1.2,0.3,1.5,0.04,0.01,0.06,0.04,0.06,Partidos,2017-2018,Real Betis
160,Andrés Guardado,mx MEX,CC,30,29,25,"2,270",25.2,2,8,1,1,1,7,0,0.08,0.32,0.40,0.04,0.36,2.7,1.9,4.3,6.2,0.11,0.17,0.28,0.08,0.25,Partidos,2017-2018,Real Betis
161,Jordi Amat,es ESP,"DF,CC",25,25,24,"2,047",22.7,0,0,0,0,0,7,3,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.1,0.7,0.03,0.00,0.03,0.03,0.03,Partidos,2017-2018,Real Betis
162,Riza Durmisi,dk DEN,"DF,CC",23,24,23,"2,080",23.1,2,2,2,0,0,4,0,0.09,0.09,0.17,0.09,0.17,1.5,1.5,2.4,3.9,0.06,0.10,0.17,0.06,0.17,Partidos,2017-2018,Real Betis
163,Sergio León,es ESP,DL,28,31,23,"1,974",21.9,11,1,11,0,1,5,0,0.50,0.05,0.55,0.50,0.55,9.2,8.4,1.7,10.1,0.42,0.08,0.50,0.38,0.46,Partidos,2017-2018,Real Betis
164,Cristian Tello,es ESP,"DL,CC",25,32,16,"1,699",18.9,4,1,4,0,0,2,0,0.21,0.05,0.26,0.21,0.26,2.8,2.8,2.7,5.5,0.15,0.15,0.30,0.15,0.30,Partidos,2017-2018,Real Betis
165,Marc Bartra,es ESP,DF,26,16,16,"1,419",15.8,1,0,1,0,0,6,0,0.06,0.00,0.06,0.06,0.06,0.8,0.8,0.6,1.4,0.05,0.04,0.09,0.05,0.09,Partidos,2017-2018,Real Betis
166,Ryad Boudebouz,dz ALG,"CC,DL",27,27,15,"1,364",15.2,2,3,2,0,0,2,0,0.13,0.20,0.33,0.13,0.33,1.0,1.0,2.7,3.7,0.06,0.18,0.24,0.06,0.24,Partidos,2017-2018,Real Betis
167,Zouhair Feddal,ma MAR,DF,28,15,14,"1,258",14.0,3,0,3,0,0,7,0,0.21,0.00,0.21,0.21,0.21,0.6,0.6,0.1,0.7,0.05,0.01,0.05,0.05,0.05,Partidos,2017-2018,Real Betis
168,Víctor Camarasa,es ESP,CC,23,24,14,"1,247",13.9,1,0,1,0,0,2,0,0.07,0.00,0.07,0.07,0.07,1.5,1.5,1.5,2.9,0.11,0.11,0.21,0.11,0.21,Partidos,2017-2018,Real Betis
169,Junior Firpo,es ESP,"DF,CC",20,14,14,"1,189",13.2,2,2,2,0,0,4,0,0.15,0.15,0.30,0.15,0.30,1.5,1.5,1.2,2.7,0.11,0.09,0.21,0.11,0.21,Partidos,2017-2018,Real Betis
170,Loren Morón,es ESP,DL,23,15,12,"1,061",11.8,7,0,7,0,0,3,0,0.59,0.00,0.59,0.59,0.59,3.6,3.6,1.4,5.0,0.30,0.12,0.42,0.30,0.42,Partidos,2017-2018,Real Betis
171,Francis Guerrero,es ESP,"DF,CC",21,14,10,992,11.0,1,0,1,0,0,2,0,0.09,0.00,0.09,0.09,0.09,0.2,0.2,0.7,0.9,0.02,0.06,0.08,0.02,0.08,Partidos,2017-2018,Real Betis
172,Antonio Sanabria,py PAR,DL,21,17,8,854,9.5,8,0,8,0,0,0,0,0.84,0.00,0.84,0.84,0.84,5.1,5.1,0.1,5.2,0.54,0.01,0.55,0.54,0.55,Partidos,2017-2018,Real Betis
173,Alin Toșca,ro ROU,DF,25,6,5,423,4.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.1,0.01,0.01,0.03,0.01,0.03,Partidos,2017-2018,Real Betis
174,Pedro López,es ESP,PO,22,5,4,412,4.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Partidos,2017-2018,Real Betis
175,Dani Giménez,es ESP,PO,34,4,4,308,3.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.02,0.02,0.00,0.02,Partidos,2017-2018,Real Betis
176,Juanjo Narváez,co COL,CC,22,7,4,303,3.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.02,0.03,0.05,0.02,0.05,Partidos,2017-2018,Real Betis
177,Rubén Castro,es ESP,DL,36,10,3,359,4.0,1,1,0,1,1,0,0,0.25,0.25,0.50,0.00,0.25,1.6,1.0,0.5,1.5,0.40,0.13,0.53,0.25,0.38,Partidos,2017-2018,Real Betis
178,Matías Nahuel,es ESP,"DL,CC",20,7,3,252,2.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.04,0.04,0.08,0.04,0.08,Partidos,2017-2018,Real Betis
179,Joel Campbell,cr CRC,"CC,DL",25,8,2,216,2.4,2,0,2,0,0,1,0,0.83,0.00,0.83,0.83,0.83,1.0,1.0,0.4,1.4,0.45,0.17,0.62,0.45,0.62,Partidos,2017-2018,Real Betis
180,Rafa Navarro,es ESP,DF,23,3,1,135,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.02,0.06,0.08,0.02,0.08,Partidos,2017-2018,Real Betis
181,Julio Gracia,es ESP,"DL,CC",19,2,0,24,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.16,0.00,0.16,0.16,0.16,Partidos,2017-2018,Real Betis
182,Aitor Ruibal,es ESP,DL,21,2,0,10,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Partidos,2017-2018,Real Betis
183,Rebollo,es ESP,PO,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,Partidos,2017-2018,Real Betis
184,Redru,es ESP,DF,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,Partidos,2017-2018,Real Betis
185,Rodri,es ESP,CC,21,37,36,"3,227",35.9,1,3,1,0,0,8,0,0.03,0.08,0.11,0.03,0.11,1.6,1.6,1.8,3.5,0.05,0.05,0.10,0.05,0.10,Partidos,2017-2018,Villarreal
186,Álvaro González,es ESP,DF,27,33,32,"2,899",32.2,0,2,0,0,0,14,2,0.00,0.06,0.06,0.00,0.06,1.7,1.7,0.4,2.1,0.05,0.01,0.07,0.05,0.07,Partidos,2017-2018,Villarreal
187,Manu Trigueros,es ESP,CC,25,34,32,"2,690",29.9,3,4,2,1,2,10,2,0.10,0.13,0.23,0.07,0.20,2.9,1.4,4.1,5.5,0.10,0.14,0.23,0.05,0.18,Partidos,2017-2018,Villarreal
188,Mario Gaspar,es ESP,DF,26,32,31,"2,806",31.2,2,3,2,0,0,6,0,0.06,0.10,0.16,0.06,0.16,1.0,1.0,2.0,3.0,0.03,0.06,0.10,0.03,0.10,Partidos,2017-2018,Villarreal
189,Pablo Fornals,es ESP,"CC,DL",21,35,30,"2,615",29.1,3,9,3,0,0,4,0,0.10,0.31,0.41,0.10,0.41,3.6,3.6,7.5,11.2,0.12,0.26,0.38,0.12,0.38,Partidos,2017-2018,Villarreal
190,Carlos Bacca,co COL,DL,30,35,30,"2,477",27.5,15,5,14,1,1,9,0,0.55,0.18,0.73,0.51,0.69,13.6,12.9,4.7,17.6,0.49,0.17,0.66,0.46,0.63,Partidos,2017-2018,Villarreal
191,Jaume Costa,es ESP,DF,29,30,29,"2,544",28.3,0,0,0,0,0,14,2,0.00,0.00,0.00,0.00,0.00,0.5,0.5,1.8,2.2,0.02,0.06,0.08,0.02,0.08,Partidos,2017-2018,Villarreal
192,Víctor Ruiz,es ESP,DF,28,27,27,"2,416",26.8,2,0,2,0,0,10,2,0.07,0.00,0.07,0.07,0.07,0.6,0.6,0.2,0.8,0.02,0.01,0.03,0.02,0.03,Partidos,2017-2018,Villarreal
193,Samu Castillejo,es ESP,"CC,DL",22,30,25,"2,066",23.0,6,5,6,0,0,4,0,0.26,0.22,0.48,0.26,0.48,4.2,4.2,3.3,7.5,0.18,0.14,0.32,0.18,0.32,Partidos,2017-2018,Villarreal
194,Sergio Asenjo,es ESP,PO,28,23,23,"2,070",23.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Partidos,2017-2018,Villarreal
195,Cédric Bakambu,cd COD,DL,26,15,15,"1,258",14.0,9,0,8,1,1,5,0,0.64,0.00,0.64,0.57,0.57,5.3,4.6,1.2,5.7,0.38,0.08,0.46,0.32,0.41,Partidos,2017-2018,Villarreal
196,Antonio Rukavina,rs SRB,DF,33,17,14,"1,275",14.2,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.9,0.9,0.00,0.06,0.07,0.00,0.07,Partidos,2017-2018,Villarreal
197,Daniele Bonera,it ITA,DF,36,15,14,"1,192",13.2,0,1,0,0,0,4,1,0.00,0.08,0.08,0.00,0.08,0.1,0.1,0.0,0.1,0.01,0.00,0.01,0.01,0.01,Partidos,2017-2018,Villarreal
198,Dani Raba,es ESP,"CC,DL",21,21,14,"1,110",12.3,2,4,2,0,0,3,1,0.16,0.32,0.49,0.16,0.49,2.1,2.1,3.5,5.6,0.17,0.29,0.46,0.17,0.46,Partidos,2017-2018,Villarreal
199,Mariano Barbosa,ar ARG,PO,33,13,12,"1,125",12.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Partidos,2017-2018,Villarreal
200,Roberto Soriano,it ITA,"CC,DL",26,22,11,"1,140",12.7,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,2.0,2.0,0.6,2.5,0.16,0.04,0.20,0.16,0.20,Partidos,2017-2018,Villarreal
201,Enes Ünal,tr TUR,DL,20,23,11,"1,134",12.6,5,1,5,0,0,1,0,0.40,0.08,0.48,0.40,0.48,5.0,5.0,1.4,6.3,0.40,0.11,0.51,0.40,0.51,Partidos,2017-2018,Villarreal
202,Denis Cheryshev,ru RUS,"CC,DL",26,24,9,931,10.3,2,1,2,0,0,2,0,0.19,0.10,0.29,0.19,0.29,4.7,4.7,3.4,8.1,0.46,0.33,0.79,0.46,0.79,Partidos,2017-2018,Villarreal
203,Javi Fuego,es ESP,CC,33,11,6,541,6.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Partidos,2017-2018,Villarreal
204,Nicola Sansone,it ITA,"DL,CC",25,18,5,649,7.2,5,1,4,1,1,1,0,0.69,0.14,0.83,0.55,0.69,2.7,2.0,1.5,3.5,0.39,0.21,0.61,0.29,0.50,Partidos,2017-2018,Villarreal
205,Rúben Semedo,pt POR,"DF,CC",23,4,3,229,2.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Partidos,2017-2018,Villarreal
206,Andrés Fernández,es ESP,PO,30,3,3,225,2.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Partidos,2017-2018,Villarreal
207,Roger Martínez,co COL,DL,23,8,2,235,2.6,1,0,1,0,0,1,0,0.38,0.00,0.38,0.38,0.38,0.7,0.7,0.1,0.8,0.27,0.05,0.31,0.27,0.31,Partidos,2017-2018,Villarreal
208,Adrián Marín,es ESP,DF,20,3,2,233,2.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01,Partidos,2017-2018,Villarreal
209,Alfred N'Diaye,sn SEN,"DF,CC",27,2,1,102,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Partidos,2017-2018,Villarreal
210,Chuca,es ESP,CC,20,4,1,90,1.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.07,0.01,0.08,0.07,0.08,Partidos,2017-2018,Villarreal
211,Ramiro Guerra,uy URU,CC,20,4,0,74,0.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.16,0.16,0.00,0.16,Partidos,2017-2018,Villarreal
212,Pau Torres,es ESP,"DF,CC",20,2,0,53,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Partidos,2017-2018,Villarreal
213,Salem Al-Dawsari,sa KSA,CC,25,1,0,33,0.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Partidos,2017-2018,Villarreal
214,Leonardo Suárez,ar ARG,CC,21,1,0,30,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.06,0.00,0.06,0.06,0.06,Partidos,2017-2018,Villarreal
215,Mario González,es ESP,DL,21,2,0,20,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.30,0.80,1.10,0.30,1.10,Partidos,2017-2018,Villarreal
216,Darío Poveda,es ESP,DL,20,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,3.18,0.00,3.18,3.18,3.18,Partidos,2017-2018,Villarreal
217,Ander Cantero,es ESP,PO,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,Partidos,2017-2018,Villarreal
218,Imanol García,es ESP,CC,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,Partidos,2017-2018,Villarreal
219,Manu Morlanes,es ESP,CC,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Partidos,2017-2018,Villarreal
220,Jonny Castro,es ESP,DF,23,36,36,"3,200",35.6,2,1,2,0,0,10,0,0.06,0.03,0.08,0.06,0.08,1.7,1.7,1.8,3.5,0.05,0.05,0.10,0.05,0.10,Partidos,2017-2018,Celta Vigo
221,Maxi Gómez,uy URU,DL,20,36,35,"3,056",34.0,17,4,17,0,0,12,0,0.50,0.12,0.62,0.50,0.62,13.4,13.4,4.7,18.1,0.39,0.14,0.53,0.39,0.53,Partidos,2017-2018,Celta Vigo
222,Stanislav Lobotka,sk SVK,CC,22,38,34,"3,062",34.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.5,0.8,0.01,0.01,0.02,0.01,0.02,Partidos,2017-2018,Celta Vigo
223,Hugo Mallo,es ESP,DF,26,34,34,"2,998",33.3,0,5,0,0,0,12,0,0.00,0.15,0.15,0.00,0.15,1.3,1.3,4.6,5.9,0.04,0.14,0.18,0.04,0.18,Partidos,2017-2018,Celta Vigo
224,Daniel Wass,dk DEN,"CC,DL",28,35,34,"2,920",32.4,4,8,4,0,0,3,0,0.12,0.25,0.37,0.12,0.37,4.4,4.4,5.0,9.4,0.13,0.15,0.29,0.13,0.29,Partidos,2017-2018,Celta Vigo
225,Iago Aspas,es ESP,DL,29,34,33,"2,933",32.6,22,5,20,2,3,9,0,0.68,0.15,0.83,0.61,0.77,16.4,14.2,6.5,20.7,0.50,0.20,0.70,0.43,0.63,Partidos,2017-2018,Celta Vigo
226,Sergi Gómez,es ESP,DF,25,33,31,"2,680",29.8,1,0,1,0,0,3,0,0.03,0.00,0.03,0.03,0.03,1.4,1.4,0.3,1.7,0.05,0.01,0.06,0.05,0.06,Partidos,2017-2018,Celta Vigo
227,Pione Sisto,dk DEN,"DL,CC",22,34,31,"2,500",27.8,5,7,5,0,0,2,0,0.18,0.25,0.43,0.18,0.43,3.8,3.8,4.6,8.3,0.13,0.16,0.30,0.13,0.30,Partidos,2017-2018,Celta Vigo
228,Rubén Blanco,es ESP,PO,22,22,22,"1,941",21.6,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Partidos,2017-2018,Celta Vigo
229,Gustavo Cabral,ar ARG,DF,31,25,20,"1,875",20.8,1,1,1,0,0,5,0,0.05,0.05,0.10,0.05,0.10,1.0,1.0,0.0,1.0,0.05,0.00,0.05,0.05,0.05,Partidos,2017-2018,Celta Vigo
230,Pablo Hernández,cl CHI,CC,30,30,18,"1,826",20.3,3,2,3,0,0,5,0,0.15,0.10,0.25,0.15,0.25,1.9,1.9,1.3,3.2,0.09,0.07,0.16,0.09,0.16,Partidos,2017-2018,Celta Vigo
231,Jozabed,es ESP,CC,26,24,18,"1,465",16.3,0,4,0,0,0,7,0,0.00,0.25,0.25,0.00,0.25,2.0,2.0,1.9,4.0,0.12,0.12,0.24,0.12,0.24,Partidos,2017-2018,Celta Vigo
232,Facundo Roncaglia,ar ARG,DF,30,21,17,"1,511",16.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.5,0.03,0.00,0.03,0.03,0.03,Partidos,2017-2018,Celta Vigo
233,Sergio Álvarez,es ESP,PO,30,17,16,"1,479",16.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.01,0.01,0.00,0.01,Partidos,2017-2018,Celta Vigo
234,Brais Méndez,es ESP,"CC,DL",20,20,12,951,10.6,1,2,1,0,0,0,0,0.09,0.19,0.28,0.09,0.28,1.9,1.9,1.3,3.3,0.18,0.13,0.31,0.18,0.31,Partidos,2017-2018,Celta Vigo
235,Nemanja Radoja,rs SRB,CC,24,26,11,"1,111",12.3,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.6,1.3,0.06,0.05,0.11,0.06,0.11,Partidos,2017-2018,Celta Vigo
236,Andreu Fontàs,es ESP,DF,27,12,9,884,9.8,0,1,0,0,0,2,0,0.00,0.10,0.10,0.00,0.10,0.1,0.1,0.1,0.2,0.01,0.01,0.02,0.01,0.02,Partidos,2017-2018,Celta Vigo
237,Emre Mor,tr TUR,"DL,CC",20,23,4,679,7.5,1,1,1,0,0,4,0,0.13,0.13,0.27,0.13,0.27,0.6,0.6,2.0,2.6,0.08,0.28,0.36,0.08,0.36,Partidos,2017-2018,Celta Vigo
